,name,author,review,image,url_to_book
46,Неоднозначно о Холокосте,Джорджия Хантер ,"«День, когда мы были счастливы» - самая неоднозначная книга о Холокосте, которую я когда-либо читала. Обычно книги об этой трагедии ранят, а иногда и вовсе разрывают душу, стоит только на миг представить, что пережили люди, и что все это было ни за что. Что можно отнять у человека не только материальные ценности, но и растоптать душу… ",https://s.bookmix.ru/books/2/3/5/denkogdamybylischastlivy6_1577407631.jpg,/book.phtml?id=2885378
47,Писатель из моего детства,Екатерина Вильмонт ,"         Знакомство с книгами Екатерины Вильмонт началось у меня еще в далеком детстве. С детской детективной серии про Асю и Матильду. Со временем я перешла на ее женские романы, их покупала мама, она же менялась ими с подругой, потом начала покупать я. И еще две книжки были куплены лет пять назад, да так и не прочитаны. Почему-то считала, что я их переросла. Но разве можно перерасти хорошее настроение?",https://s.bookmix.ru/books/0/4/6/Proschajte_kolibri_Hochu_k_vorobyam_oz_3046.jpg,/book.phtml?id=2132637
48,Ну тупые....,Сергей Тармашев ,"         Добила я наконец-то эту трилогию. Надо было, конечно, все книги разом прочитать, а не размусоливать на три года, но уж как сложилось. ",https://s.bookmix.ru/books/4/9/0/Holod_Studenoe_dyhanie_9490.jpg,/book.phtml?id=1875383
49,Халтура,"Андрей Жвалевский, Евгения Пастернак ","         Есть такой старенький анекдотец. Внук спрашивает у дедушки о том, когда жилось лучше: при Сталине или сейчас? Дедушка отвечает, что при Сталине, разумеется, жилось гораздо лучше. Мальчик недоумевает: как же так? Репрессии там, то-се... А дедушка и поясняет, что репрессии, конечно, репрессиями, но зато раньше у него все было хорошо с мужским здоровьем.Оставим историкам споры о том, были ли при товарище Сталине еще какие-то плюсы, кроме насыщенной личной жизни у дедушки. Обратимся лучше к художественным достоинствам настоящей книги.Как литературное произведение она показалась мне достаточно увлекательной. Но вот кое-какие недостатки я в ней все-таки нашел. Настолько  серьезные, что, набравшись наглости, ставлю двойку. Для того, чтобы объяснить такую оценку, решительно невозможно обойтись без частичного пересказа сюжета (хотя я, по совести говоря, терпеть не могу этого в рецензиях). Поэтому все, кто книгу еще не читал, но падает в обморок при виде спойлеров - я предупредил. Впрочем, несмотря на нелюбовь к пересказу,  никакого священного трепета перед спойлерами у меня также не имеется. А посему - приступим.Из аннотации ясно, что герои книги как бы меняются местами: мальчик из 1980 года попадает в 2018-й, а девочка из 2018 года - на место искомого мальчика. Именно «на место». Они как бы «замещают» друг друга в соответствующем времени. При этом их одноклассники ведут себя так, словно никакой замены и не было, как будто так и надо. По ходу сюжета герои развиваются, растут над собой и помогают расти окружающим. Лепота.Теперь о недостатках книги.Во-первых, меня огорчил рояль в кустах: мальчику из прошлого по возвращении в свое время удается спасти друга от исключения из пионеров, сославшись на ранее неизвестное военное прошлое бабушки этого самого  друга.Во-вторых, меня буквально возмутил отказ главной героини от своей любви. Поясню.Может, кто-то восхищается таким самопожертвованием, не знаю. Я возмутился. Это мягко говоря.Ну и в-третьих.Поймите меня правильно: я вовсе не считаю, что плохой финал лучше и реалистичнее хорошего, просто потому что он плохой. Я совсем не люблю, когда в фильмах ужасов в конце все умирают, а кто не умер - в тех вселился дьявол. Но просто финал должен быть логичным и правдоподобным (в рамках выдуманной вселенной, конечно). Так вот. Здесь он неправдоподобный розово-сопливый. Хэппи энд в худшем смысле этого выражения.Думаете - вру? Решайте сами: героиня из 1980-го вернулась в свое время - в 2018-й, но там ее отыскал повзрослевший герой из 1980-го. И обрадовал: у опять-таки повзрослевшего Жени есть сын, прям дико похожий на отца. Намек на возможную счастливую любовь. Как мило. И вот сижу я поздно вечером в кресле под лампой. В комнате - приятный полумрак. На коленях - читалка. Она у меня такая умная, что позволяет писать пальцем прямо на странице книги. Очень удобно.Ну вот. Сижу я, значит, пребываю в состоянии легкого культурного шока.  Апатично пялюсь на последнюю строку этого хэппи энда и вдруг беру свой собственный палец и прямо под нею вывожу слово «ХАЛТУРА». А потом неожиданно понимаю, что придумал отличный заголовок для рецензии.Будучи категорическим противником публичных оценок книг как «халтуры» (и прочих подобных грубых определений), я все-таки вынужден признать, что упомянутое слово наиболее точно и емко характеризует то послевкусие, то разочарование, которое осталось у меня после прочтения. Поэтому я все-таки решился использовать его в качестве заголовка.  ",https://s.bookmix.ru/books/3/3/2/vremyavsegdahoroshee7_1553180788.jpg,/book.phtml?id=2664698
50,Быть самим собой или самим собой довольным быть- вот в чем вопрос?,Генрик Ибсен ,"         Для меня "" Пер Гюнт"" был всегда связан с именем Грига, видимо еще с музыкальной школы ( песня Сольвейг, в пещере горного короля, утро)и сама история представлялась очень простой:  Сольвейг полюбила Пер Гюнта, он ее оставил молодой, странствовал и, вернувшись домой уже старым, узнал, что Сольвейг его всю жизнь ждала. P.S. Вот хочу еще посмотреть фильм "" Пер Гюнт"" 2006 года, осовремененный.",https://s.bookmix.ru/books/1/6/6/Per_Gyunt_9166.jpg,/book.phtml?id=480612
51,Хорошая книга. ,В. В. Крестовский ,"         Прежде чем приступить к рассказу о произведении, я признаюсь - за что так люблю автора.В этом романе все вышеперечисленное в наличии. Его книги схожи по своей тематике, что ""Петербуржские трущебы"", что ""Кровавый пуф"" - тема еврейства и тайной агентуры четко прослеживается в литературе Крестовского. Сие произведение написано в духе гонений на религиозной почве. По мимо этого, в своих романах, автор показывает маловерие человека, прежде всего светского. В чем это проявляется?- тоесть все Божье, конечно, важно, а угождение родовитому человеку важнее (ибо, имя, род, деньги - великая сила).Нравы и общество - тема всегда актуальная и живая. В этом романе, как и в любой русской классике, полно светского лицемерия и эгоизма. А, поскольку, человечество всегда делилось на ""все имущих"" и ""нищетой живущих"", Крестовский очень живописно описывает нам еврейчиков да евреечек выше головы не прыгающих, а так :"" абы гаидель был"". Это снова отсылает нас к Петербуржским трущебам"", где обличается нищета русская. Видимо это излюбленная автором тема.Что можно сказать о сюжете?Но что она получает в результате?",https://s.bookmix.ru/books/7/3/2/V_V_Krestovskij_V_dvuh_tomah_Tom_1_Tma_Egipetskaya_Tamara_Bendavid_5732.jpg,/book.phtml?id=298866
52,"Загадка ради загадки, разгадка ради разгадки",Юкито Аяцудзи ,"         Сумасшедший архитектор и два его здания. У них свои секреты, свои тайны, убийства, отчаяние. Один сгорел дотла. Другой сгорит вскоре. Пространство, открытое и закрытое, его физические ограничения, барьеры -  все будто одно и будто совершенно разное, то ли пересекается, то ли совпадает, то ли вообще одно и то же. И убийца. Все по-японски непонятно. Все по-японски условно. Кроме убийства. Убийца знает дополнительные слои, дополнительные стены, дополнительные комнаты. И он знает твои секреты. И смотрит на них холодным, рациональным взглядом. Он проходит сквозь все это, чтобы… Чтобы убить. И он убьет. Это японский детектив. Странный. Своеобразный. Уникальный. Свой собственный. Никаких сравнений. Он не сосредотачивается на изуродованных характерах, как скандинавские детективы. Его не завораживает, как английские детективы, далекое прошлое персонажей. Его не интересует беспрерывный драйв, как американские. Он фокусируется на физических пространствах – не только на доме-убийце, но практически на всех пространствах. Даже вялость прозы и двухмерные характеры работают в такой вселенной. И в такой среде развязка оказывается особенно яркой. Только ленивый не заметит сходство с «Десятью негритятами». Но и здесь роман обманывает нас. Он не прячет сходство, он напрямую, даже с гордостью говорит о своих корнях. И даже подчеркивает узнаваемые детали. Конечно, очень быстро отклоняясь, изменяясь, искривляясь до полной неузнаваемости. Но принцип остается тот же – это тайна замкнутой комнаты, мой любимый поджанр. Это тот жанр, где преступление кажется невозможным, где читатель получает все ключики и ниточки, где в определенный момент ему предлагают остановиться и раскрыть преступление самому. И тут остается признать – понять, кто убийца, я смог, а вот как… Я просто забыл о пространствах. Так что это еще и хитрая, даже хитроумная книжка. Кстати, при всей хитроумности, развязка не показалась реалистичной или жизненной. Книга есть и остается японской. Ты закрываешь последнюю страницу, но ощущение у тебя не такое, как бывает после прочтения «настоящей» книги, а как после прохождения настольной игры. Трехмерности так и не возникло. Мир так и не стал живым и реальным. Персонажи не превратились в людей. Эмоций не возникло. Можно ли получить от этого романа удовольствие? Только если вас бесят детективы, где 90% текста - это описание прошлого персонажей, их бесконечных немотивированных эмоций, их раздражающе ненужных для раскрытия преступления поступков, бесконечных контекстов в контекстах. Только если вам нравится холодное решение холодных задач («три землекопа…»), интеллектуальная игра ради игры. Не нужно главных героев, не нужно их действий! Только загадка. И все! Вот условие задачи, сиди и решай!  ",https://s.bookmix.ru/books/9/1/7/ubiystvavdesyatiugolnomdome1_1577407605.jpg,/book.phtml?id=2885364
53,С чувством ,Татьяна Толстая ,"         Я не литературный критик, а простой читатель, однако эта книга заслуживает больше, чем мои скучные слова, ведь она настолько разнообразна, охватывает множество тем, а, главное, наполнена совершенно разным спектром эмоций: читателю предлагают грустить, мечтать, улыбаться, злиться, возмущаться и многое другое.""Изюм"" - это сборник рассказов, и, как видно из названия, это самое-самое. Давным-давно я видела на полках ""День"", ""Ночь"" и ""Изюм"", и выбрала последний, о чем нисколько не жалею. Я читала книгу еще будучи в школе, но тогда сюрреалистичная обложка не состыковалась в сознании с содержанием. Сейчас же, перечитав книгу, я могу сказать, что нечто, соединяющее существо на картинке с рассказами, существует, но ощущается каким-то шестым чувством.Как я уже говорила, книга многогранная, а тем там на несколько страниц рецензии. Возможно, потому и сложно говорить о книге в целом: это не единая история, о ней так просто и не поведаешь. Но тут есть все. Первый рассказ написан очень сочно: читатель на легких голубых и зеленых волнах переносится в мечтательный мир крыш Питера. Все вокруг воздушно и прозрачно, туманно и серо, и кажется, что на этой легкой ноте пройдешь через всю книгу. Но нет!Тут мы погружаемся в задумчивость, ведь впереди чеховская ""дама с собачкой"" и рассуждение о любви, о той грани и мимолетности, которую перешагивают люди, попадая в сети чувства.Я плакала, читая о ""Титанике"", удивлялась вуали слухов и знамений вокруг трагического события, но более всего меня тронули описания того, как тонуло судно - неумолимо, вниз, во тьму.Отмечу ""острые, с перчинкой"" рассказы, среди которых едкий обзор журнала men's health, ориентированного на древнего мужлана-пятикантропа, который только и думает, куда бы всунуть свое небогатое достоинство. Также остренько прошлись по Якуюовичу и его передаче, а потом, много позже, задержались на рассуждериях о приятных формах 90-60-90.Отдельно отмечу также рассказы о внедрении англицизмов в русский язык - мне было очень увлекательно читать об этом от человека, побывавшего в Америке, который прочувствовал, когда языки смешиваются в голове. Более того, тут и рецензия к фильму о Ленине- обязательно посмотрю. Есть история оскорбления Микки-Мауса, с которым американцы носятся, хотя я вот не осилила ни  одного мультика. История о рубле в конце 90-х, это вот и сейчас актуально, как никогда. В целом, книга обогащает- я узнала много нового, заинтересовалась некоторыми темами, а, главное, насладилась слогом - в некоторых рассказах он особенно хорош.  ",https://s.bookmix.ru/books/0/8/7/Izyum8_1512442920.jpg,/book.phtml?id=2399540
54,Собачий вальс,Виталий Терлецкий ,"         Сложно сказать, откуда в человеческой натуре берётся любовь к антиутопиям. Может быть, это потаённый страх перед невозможностью достичь идеала. Или же это прививка себе мысли о том, что в принципе всё не так уж плохо в сложившемся мире, бывают системы и хуже. А может это – поиск границ, в пределах которых следует оставаться человечеству для своего более-менее нормального существования. Как бы то ни было, антиутопии продолжают появляться с завидным постоянством, напоминая, что большой брат следит за нами, делясь радостью от сжигания очередных книг или повествуя об очередном подрыве парламента. Это локальный апокалипсис для личности, планета всё так же продолжает вращаться, наплевав на возню. Человек доказал (или, по крайней мере, думает, что доказал), что именно он является царём природного мира. Осталось победить лишь последнего дракона – другого человека. А для этого нужно всё взять под жёсткий контроль.Комикс «Собакистан» Виталия Терлецкого и Кати, просто Кати (звучный псевдоним убран на полку, ну что ж, такова воля автора), это именно антиутопия. От былого раздолбайского угара «Романа Победителя Ласточек» не осталось и следа. Это – сатира, доведённый до логического абсурда памфлет на тоталитарные системы, которые были, есть и будут. Кто-то найдёт в этих панелях отражения прошлого своей страны, кто-то проведёт аналогии с текущей ситуацией, кто-то попытается избавиться от дурных мыслей и заменит Собакистан на Корею. Авторы очень точно бьют по болевым точкам, и после этих ударов очень хочется искать оправдания, продумывать линию защиты и яростно тыкать пальцем в соседа. Правда, сатира, в отличие от юмора, всегда была преисполнена желчи. И подобная реакция на комикс – тревожный звонок читателю о том, что далеко не всё в порядке в Датском королевстве. Иначе это был бы всего лишь анекдот, о котором забыли бы на следующий день.Вот только Сабакистан не так-то просто забыть. Помните у Мураками (Харуки, конечно же, мало ли писателей с похожей фамилией) роман «Дэнс, дэнс, дэнс» начинался с чудесной строчки? «Мне часто снится отель ""Дельфин""». Нечто похожее невольно приходит на ум при упоминании о Собакистане. Это сюрреалистический сон, из которого нельзя выбраться. Каждый раз, когда тебе кажется, что ты дошёл до финала и уже готов проснуться, магия грёз отбрасывает тебя на исходные позиции. И вот ты снова и снова переживаешь день сурка, в центре которого – репетиция похорон Собакистанского вождя – товарища Дружка. Меняются герои и точки обзора, но основные элементы повторяются раз за разом, превращая происходящее в жуткий фарс. Впрочем, карнавальность сюжета давно уже стало неизменными атрибутом антиутопии. Священный обряд прощания с якобы умершим Дружком оборачивается рутинным ритуалом, перед которым уже не испытывают благоговейного трепета. Особенно это заметно в главе, посвящённой начальнику службы безопасности товарища Дружка. Здесь к привычному уже действу добавляется мантра «я люблю Собакистан». Нервное, исступлённое признание в любви к своей стране, за которым слышится очень много сомнений. А сомнения – это шаг в пропасть.Неожиданно мысли жителя Собакистана перекликаются с простой истиной, которую обронил сидящий на цепи пёс в мультфильме «Записки Пирата». Собаке не приходится выбирать, чем зарабатывать свой кусок. Эти собаки не задумываются, для чего живут, не задают вопросы «почему», не пытаются сравнивать свою жизнь с любой другой жизнью. У них есть понятие долг. Всё, что выходит за это, понятие кажется чуждым. Программирование покорности через пропаганду. А дальше уже жители без волшебных пилюль начинают приносить себя в жертву общему делу и великой идее. Они убеждены, что наступят лучшие времена, и тогда их дети будут жить если не в земном раю, то где-то около. А для этого можно и потерпеть, благо собачья жизнь не так уж длинна. Стоит ли говорить, что руководящая верхушка щедра на пустые обещания? Ведь спрашивать будут уже последующие поколения, а до них ещё надобно дожить. Да и цель всегда найдётся. Если не строить идеальное общество, то воевать с соседями. Жернова промышленности должны вращаться не переставая.«Собакистан» – это оруэлловский «Скотный двор», смешанный с «1984». Но там, где у Оруэлла идёт вымысел, возведённый в абсолют, Терлецкий и Катя используют реальные факты и декорации. А потому картина вырисовывается особенно пугающей. Яркие мозаики, иллюстрирующие радостный день из жизни Собакистана. Безумные архитектурные композиции, воспевающие «счастливую» жизнь собачьего народа. Инфернальные парады с чудовищными поводами. Для того, чтобы это увидеть своими глазами, не нужно проверять на прочность местный архив. Эти рудименты до сих пор не выведены с улиц и из мыслей. Среди этого «возможного» слишком много настоящего, и этот факт неизбежно вызывает эффект «зловещей долины». И даже собачьи морды, призванные скрасить и притупить слишком уж прямые аналогии, не в силах перебороть это подсознательное волнение.Мне часто снится Собакистан. Виляющие хвостиками жители слаженно выполняют свою функцию. У них нет желания думать о смысле и предназначении. Они винтики в сложной тоталитарной машине, порождающей диктаторов с человеческим (простите, собачьим) лицом. Товарищ Дружок пока ещё не разложился на плесень и на липовый мёд, но в стране всё идёт по плану. Потому что так здесь всё устроено. Самые страшные оковы те, которые не ощущаешь. И житель Собакистана давно к ним привык. Не бегайте за Виталием и Катей с просьбой дать заветный ответ, что же послужило источником вдохновения для данного комикса. Скорее всего, вы сами не захотите услышать ответ. Таково свойство сатиры. И, увы, мы почти на пороге подобного будущего.  ",https://s.bookmix.ru/books/9/4/3/sobakistan_0_1576349817.jpg,/book.phtml?id=2873689
55,"Агент Малдер и... Ой, нет, не Малдер, а... Как его? Пендергаст! ","Д. Престон, Л. Чайлд ","         ..........У читателя, который не является фанатом серии о Пендергасте, может сложиться впечатление, что авторы хотели написать две книги и так и не смогли между собой договориться. Так и написали две. Вперемешку. ",https://s.bookmix.ru/books/4/1/4/bagrovyybereg5_1554122683.jpg,/book.phtml?id=2676205
56,Александр Блок,Нина Берберова ,"         Александр Блок - одно из самых ярких имен поэзии Серебряного века в начале двадцатого столетия. Его великолепные, пронзительные, эмоциональные стихи знакомы нам со школьных лет. Но каков он - Александр Блок? Его личность? Его душа? Его взаимосвязь со временем, тревожным временем, которое с одной стороны было нежным ""вишневым садом"", который вскоре увянет от осенних холодов. С другой стороны наступало хмурое утро новой, неизвестной эпохи. Что это будет за время? ",https://s.bookmix.ru/books/3/8/1/Aleksandr_Blok_i_ego_vremya_Biografiya_3381.jpg,/book.phtml?id=359290
57,Василий Тропинин - замечательный русский портретист,Александра Михайловна Амшинская ,"         Василий Андреевич Тропинин - замечательный художник. Его картины есть в Третьяковской галерее, Русском музее и других музеях. О некоторых слышали многие, например, ""Кружевница"" широко известна, другие известны меньше. Он писал в основном портреты, жил в первой половине девятнадцатого века. Крепостной со сложной судьбой. Я захотела почитать о Тропинине после того, как увидела его картины, просто набрала в интернете фамилию и нашла эту книгу. Никогда не слышала об авторе, но не пожалела: биография написана лёгким языком, увлекает читателя, но не утомляет. Даны иллюстрации, есть и художественный анализ полотен и просто человеческое мнение. Интересная книга о замечательном художнике - рекомендую. Самое примечательное в нем то, что Василий Андреевич, не терял оптимизма. Барин его захотел - послал учиться в Академию художеств (а сначала вообще на кондитера, не делая особых различий между мастерством кондитера и художника), захотел - отозвал, не дав доучиться. Уже будучи именитым художником, портреты которого заказывала вся Москва (в книге, например, приведен факт, что Карл Брюллов отказывался писать портреты москвичей, говоря, что у них есть свой замечательный мастер), он прислуживал лакеем за столом барина. От этой повинности был избавлен только тогда, когда гость хозяина (днем посетившим мастерскую художника), вечером увидел его прислуживающим за столом и начал уговаривать сесть за стол. Барину, видимо, стало неловко. И, несмотря на все это, он по отзывам современников, был очень оптимистичным, с хорошим характером и с большим чувством внутреннего достоинства. Когда к концу жизни получил, наконец, вольную, то не согласился поступиться своими принципами и обретенной свободой за весьма заманчивые условия. Очень интересно пишет автор об истории создания картин, читая книгу, лучше понимаешь творчество Тропинина, его полотна предстают в новом свете.  ",https://s.bookmix.ru/books/5/8/6/tropinin_9_1584107236.jpg,/book.phtml?id=2930878
58,"Этим телом путешествовал на протяжении многих лет господин N, известный также...",Ольга Токарчук ,"         Токарчук попала ко мне руки в ассонансе с притчей Ильи Бояшова «Путь Мури», которая как нельзя лучше могла бы выступить предисловием к «Бегунам». Ведь именно перед тем, как кот Мури двинется в путь, читатель узнает, что сама философия путешествия как смысла существования обязана своими корнями древним китайским школам. «Дорога, дорога, а что ещё кроме дороги?» - спрашивает Чу Го. Ничто, кроме бесконечности странствия, отвечает Лин Пэнь.Возможно, и так. Возможно, мы действительно существуем только в тот краткий момент, когда крохотная точка на карте, подписанная «это вы», меняет свои координаты, двигается от кондиционированного аэропорта к душному автобусу и обратно. Возможно, корни - лишь атавизм диких племён, и современности приходится поспорить с концепцией домашнего уюта и пушистого пледа из Икеи.Итак, книга Токарчук - про путешествия. Больше - про движение как смысл жизни. Про то, что как только мы останавливаемся - сразу начинаем умирать и обрастать тухлым слоем плесени. Да и не книга это вовсе - скорее путеводитель по заметкам путешественников - от нескольких емких строк до фрагмента жизни человека.Нужно признать, что «Бегуны» - славная книга, когда ты сам в пути. Потому что Токарчук, видимо, лучше всех на свете умеет разговаривать на языке «надсознания». Рассказывать про зудящие, но ещё неосмысленные чувства, которые уже зародились в душе, но не нашли отпечатка слов в нейронной сетке. Иногда «Бегуны» будят в тебе клаустрофобию или натуральную истерику. Иногда просто напоминают - любое путешествие стоит того, неважно, говорим мы про некрасивую смерть Шопена или про попытку сохранить разрез человеческого тела в волшебном растворе. Консервировать мгновение.Самое сильное в мире ощущение - сильнее удушливых запахов освежителей воздуха в пригородных общественных туалетах. Когда стоишь под окнами своего дома. Когда смотришь, как загорается свет на кухне. Когда понимаешь, что ты не хочешь туда идти, а весь первобытный ужас уже давно не в темноте, схороненной за фонарями, - он в звуке домофона, подтверждающем открывшуюся дверь в подъездное ничто.В этот момент ты вспоминаешь. Люди смотрят на огромное, величественное, но не знают этому названия. Ахиллово сухожилие много лет было безымянным.  ",https://s.bookmix.ru/books/7/1/6/beguny3_1546038309.jpg,/book.phtml?id=2525469
59,Письмо возлюбленному писателю....,Франк Тилье ,"         Мой дорогой Франк Тилье, пишу тебе благодарственное письмо от всей своей души! Так я намаялась с американскими детективами - сил моих больше нет. Лишь ты - моя отрада! Твои Шарко и Энебель как тот живительный бальзам на душу! Твои сюжеты не просто расследования - а охота!Чем же порадуешь в этот раз?Что я ещё хочу сказать тебе?Кто они?Со всей любовью",https://s.bookmix.ru/books/4/8/7/sharko_6_1545379329.jpg,/book.phtml?id=2461252
60,Преступная мечта,Мишель Бюсси ,"         Во французской деревеньке Живерни (да, да, той самой, в которой жил, творил и которую прославил своими кувшинками Клод Моне) жили три женщины: девочка, молодая женщина и древняя старуха. Девочка была талантливой художницей. Молодая женщина мечтала о любви. Старуха доживала свой век.Живерни - место особое. В нем постоянно живут несколько сот человек, а ежедневно посещают тысячи, чтобы прикоснуться к творчеству великого Клода Моне, увидеть дом, где он жил, пруд с кувшинками и даже пройти мимо стога сена (пусть уже, конечно другого, но так похожего на ТОТ САМЫЙ).Вот Мишель Бюсси и приглашает своих читателей побывать там. Подробное описание деревни, её достопримечательностей, улиц, окружающих полей. И пусть главные герои книги всего лишь выдумка автора, но атмосфера особая, та, которая напитана любовью Моне. В книге много материала о жизни великого импрессиониста, его друзьях и недругах, о творчестве.Но нельзя забывать, что ""Черные кувшинки"" - это детектив. А значит, имеется в нем убийства (причем, не одно), очаровательный детектив, расследование с вытаскиванием ""скелетов из шкафов"" главных героев. Расследование необычное (впрочем, как и сами убийства) необычное, растянувшееся на долгое время. И последняя точка, поставленная в этом деле, оказывается для читателя шокирующей. Поэтому о ней тут ни-ни.""Черные кувшинки"" - это роман и о любви. Разной. Наивно-детской, безумно-извращенной, романтическо-возвышенной. Любви, пронесенной через всю жизнь. Любви, изменившей жизнь.Если ко всему сказанному добавить, что роман написан очень нестандартно (и это еще мягко сказано), события описываются от лица разных героев, представляя читателю более полную картину, погружение в действие, то скажу, что читать его мне было интересно.",https://s.bookmix.ru/books/8/1/9/chernyekuvshinki_oz_7_1548322672.jpg,/book.phtml?id=2474718
