,content,label
133,"Империя наконец повергнута. Но привело ли это к ожидаемым результатам? Через пять лет после, казалось, такого важного и желанного события, жизнь не становится такой, как хотелось бы. Несладко пришлось и лишившимся всего мандалорцам, об одном из представителей которых и идет речь в сериале. Зрителям, далеким от киновселенной «Звездных войн», трудно понять, что это за народ. И народ ли? Итак, специально для таких людей, решившихся приобщиться к многочисленному обществу любителей вселенной, или же просто «клюнувших» на красочный трейлер и эффектную картинку, я дам небольшое разъяснение. Мандалорцы — воинственный кочующий народ, объединенный общей культурой (независимо от расы и пола) и особым обетом — никогда не снимать шлем. После падения Империи мандалорцы освобождаются от гнета рабства и становятся наемниками, чтоб материально поддерживать свое состояние. С этого как раз и начинается завязка первой серии.

С первых минут сериал цепляет своими красочными сценами, картинами. Немного мрачная цветокоррекция позволяет полностью погрузиться в «постимпериальный» мир. Это безусловно заслуга операторов: Барри Байз Идойна и Грега Фрейзера. Крупный план поражает точностью деталей, а общий — неописуемыми пейзажами, огромной техникой и др.

Безупречная компьютерная графика стирает все границы между фантастикой и реальностью. Это позволяет максимально окунуться во вселенную, стать ее частью.

Нельзя не сказать и о музыкальном сопровождении. Композиции, написанные для сериала Людвигом Йоранссоном, настолько гармонично сливаются с картинкой на экране, что кажется, будто музыка играет не на фоне, а именно там, за кадром; будто ее слышат сами персонажи. Нас же — зрителей — она трогает до глубины души, каждый наш нерв задевается ею. Немного неясные, негромкие неземные мотивы сопровождают полет героя, его короткие прогулки по лесу, заботы о малыше. Но, когда обстановка начинает накаляться, музыка вторит ей, она готовит нас к приближающемуся событию: мрачному или же просто неожиданному. 

Как вы уже поняли, музыку сложно передать словами. Ее нужно послушать самому. Что я и советую сделать прямо сейчас.

Сюжет сериала довольно интересный: после просмотра первой серии сложно остановиться, чтобы не «проглотить» все серии разом.

В целом, данная картина производит положительное впечатление. Она является отличным бонусом к уже существующим полнометражным фильмам из киновселенной «Звездных войн», а также достойной обособленной картиной. Я посмотрела все серии за пару дней, что является наивысшей оценкой, по моим критериям.",good
134,"Ох, и проняло меня сильно… Это сериал, за который не стыдно. Давайте опустим все шероховатости и ляпы, и тогда в сухом остатке останется грустная повседневная, жестокая, но интересная правда. 

ВИЧ Егора здесь чисто номинальный. Главный герой, казалось, просто порхает по жизни бабочкой, и все ему легко сходит с рук. Но он сам по себе, и без всяких болезней, катком прошелся по другим людей, оставляя после себя руины и поломанные судьбы. 

А по факту, болеют здесь все. И зло берет, и жалко людей, которые в силу своей наивности, попустительства, тщеславия, комплексов, неуверенности, неустроенности позволяли с собой так обращаться, выдавая тем самым герою карт-бланш на дальнейшие ужасные поступки. Как говорится, «жертва всегда найдет своего абьюзера»…

Из положительных героев здесь только дурочка-Полина, просто святая в своей наивности и глупости. Иногда ее незадачливый глумливый алкаш-Вася. И жена Льва. Нет, не злая она, и мужа своего, обсоса, любит. Как может, так и любит. И ведь верит в него, с самого начала отношений верила, и была его самым большим фанатом… Скандалит? Катает истерики? Пилит? Да, пилит, потому что не знает, как общаться правильно, и устала сильно. Просто отчаявшаяся усталая женщина. 

… а ведь самое обидное, самое смешное и нелепое, что вся расплата настигает главного героя именно тогда, когда он начал хоть что-то правильно понимать…

P.S. Недолюбливала Петрова, но в конце он просто великолепен. Прекрасная работа.",good
135,"Про сюжет здесь не будет почти ни слова, никаких спойлеров. Скажу лишь, что, к счастью, погуляв по жанрам и эпохам (Шерлок Холмс, Король Артур, Аладдин) Ричи вернулся к тому, в чём он мастер, к тому, чему он сам задал стиль — гангстерские английские фильмы с изрядной долей юмора. Всех составляющих этого жанра было в достатке: и гангстерской завязки и дальнейшей насыщенной резкими поворотами фабулой, и атмосферы Соединённого Королевства, которая сопровождала от первого до последнего кадра (костюмы — отдельная тема) и незаезженного интеллектуального британского юмора в особенности от персонажей Хью Гранта, Чарли Ханнэма и Коллина Фаррелла.

Свой авторский язык Ричи к этому фильму, на мой взгляд, отточил до предела и решил продемонстрировать это зрителю: ностальгические кинематографические уходы в сторону, надписи, да и просто фраза «Представь, что мы в кино» (не дословно, но смыслово), режиссёр как будто играет со зрителем. Несмотря на предназначенность фильма для достаточно широкой публики, «Джентельменов» сложно назвать жанровым кино (ну, не поворачивается язык сказать, что это просто гангстерский фильм или, боги-упасите, боевик). Это демонстрация режиссёрского таланта Мастера, попахивающая местами нарциссизмом, но когда это мешало хорошему режиссёру?

Не вдаваясь в подробности нюансов, скажу лишь, что такое количество световых и цветовых решений, построений кадра, приёмов монтажа, говорящих о серьёзно проделанной работе и, опять же, авторском языке, для широкого зрителя останется незаметным, да и искушенному синемафилу будет сложно обратить на них внимание, если он будет увлечённо следить за сюжетом. Но в этом их прелесть.

Для меня это лучшая картина Гая Ричи на сегодняшний момент (да, «Большой куш» и «Карты, деньги, два ствола» — классика, не подвергающаяся сомнению, но режиссёрский талант в полной мере здесь раскрыт в разы больше).

И, конечно, отдельная тема, как он мастерски расправляется со всей современной «толерантностью»: « — Он назвал меня чёрным уродом, — Но ты реально чёрный, и реально урод» — добавить нечего. Точно также он поступает с преобладающей ролью женщин в современном кинематографе. Только нам кажется, что героиня Мишель Докери единственная, кто может всё разрулить и вывести к хеппи-энду, её спасает от неминуемого стыда персонаж МакКонахи. То же самое и с американской культурой: ребята, читающие реп и тренирующиеся под началом персонажа Фаррелла, конечно, сыграли большую роль в истории и показали себя с сильной стороны, но, в целом, тягаться им с английскими джентльменами пока рано.

Таким образом, те, кто ищет представленную «в лоб» мораль — не увидят ничего, кроме одних бандитов, которые победили других, перебив их всех. Но фильм не об этом. Фильм о старом, которое ещё может дать отпор новому, фильм о стиле и его чувстве, о любви к кинематографу и его возможностям.

Для меня, в рамках жанра это

 10 из 10

П. С. Лучше всех обзоров будут слова людей, выходящих из зала «Это было восхитительно» и «Что? Уже прошло два часа?»",good
136,"Дорог. Точнее — путей развития культуры. Малозаметная из-за незначительности (на тот момент) его творца. Поворот пройденный сообществом незаметно для себя — поэтому и достопримечателен этот фильм, как некий ориентир для отсчёта нового этапа представления действительности в кинокартинах СССР. 

Новизна и этапность этого фильма — это конечно — «чернушность» в изображении действительности, когда окружающая реальность подана через призму мировоззрения людей успешных в той жизни — лидеров мнений, по современному выражаясь. Никогда по времени до этого фильма подобная «эстетика» в работах кинематографистов Союза мне не встречалась — возможно элементы, да, были — но цельно сформированная картина бытия — впервые. И Елена Майорова с Алексеем Жарковым как предвестники нового «экстра-реализма» вполне заслуженно и символично участвуют в этом фильме — все дальнейшие их персонажи в других картинах (особенно Майоровой) удачно вписывались в контекст нового реализма культуры. Ну, а Жарков вообще символ эпохи — от «Парада планет» до «Имитатора».

Что же транслировали на тот момент лидеры мнений в общество, к чему вели? Жить «как все» — что в их понимании подразумевалось, как жить как все «успешные» в той жизни люди: слесари с СТО, директора и продавцы магазинов и овощебаз, секретари различных парт. организаций и т. д. Причём любыми доступными способами — отсюда прекрасные образы полу-подленьких мещан, словно пришедших из картин 20х годов, великолепно отыгранные Верой Ивлевой и Валерием Носиком.

И что же, скажет пытливый зритель — разве не такая жизнь и была — «чернушной», и достижение Пичула, как режиссёра, как раз в открытии глаз зрителям об их истинном бытии? Но тут в идеологическую борьбу с «экстра-реализмом» вступает соц-реализм. Это когда не личностно-рациональные, а по простому — жлобско-хапужные, мотивы являются первичными в поведении и действиях людей, а морально-этически сложные — казалось бы иррациональные — как отказ от повышенной военной пенсии, как привечание на своих скудных «квадратах» — «чужого» старика. «Чужой» в кавычках — ведь для носителей этих идей все не чужие и всё своё. Вот от столкновения таких разных подходов в обществе в тот конкретный момент и пошла «развилка» развития — и авторы очень точно и главное образно и понятно смогли эти сплетения смыслов показать в своей картине. 

И финал — отличный от финалов в дальнейших фильмах — только подчёркивает переходность данного фильма на стыке идейных смыслов.

8 из 10",good
137,"«Небо, ты радость и ты наша беда, небо полёта счастье, но иногда в небе ломаются крылья, и сыновей прячет Земля навсегда. В небе, в небе над головой вьётся белая нить. Слышу, слышу я голос твой: за высоту, за красоту надо платить»

С первых же кадров фильм буквально завораживает фантастическими скоростями в небе и расслабленной медитативностью на земле. Наверное, овеянные ореолом романтики военные лётчики должны быть именно такими: скорыми на шутку-прибаутку и подколы-розыгрыши в кругу друзей, и предельно собранными за штурвалом самолёта при пилотировании. Фильмов о лётчиках в СССР снимали много, но у работы Николая Литуса и Леонида Ризина имеется отличительная черта, свойственная фильмам 60-х годов: своеобразная минималистическая манера подачи видеоряда. Ничего лишнего, всё просто, лаконично. Именно такая манера позволяет сосредоточиться на главном — на характерах персонажей. Фильм представляет собой четыре новеллы, туго сплетённые в единый сюжет. Четыре новеллы — четыре истории молодых лётчиков лейтенантов: Жоры Протасенко, Николая Болдырева, Андрея по прозвищу «АС» и Алексея.

«Небо, ты блещешь у меня на крыле, звёздами путь мне устилаешь во мгле; небо, ты только не знаешь, как тяжело, если не ждут на Земле. В небе, в небе над головой вьётся белая нить. Слышу, слышу я голос твой: и чистоту, и красоту надо хранить»

Разные характеры разные типажи. Судьба отвела слишком мало времени Жоре Протасенко: не долетал, не долюбил, не дожил. Ушёл на взлёте. Таким он запомнился всем, кто его знал… Николай Болдырев — первая большая роль Николая Олялина в кино. И какая роль! Красавец мужчина! Внешность и фактура — совершенно не свойственные его последующим ролям. Подобная «неожиданная своеобразность» Николая легко и надолго запоминается. История Болдырева самая «разветвлённая», ведь именно Олялин объединяет все четыре новеллы, как бы нанизывая их на своего стержневого персонажа. Ещё один дебютант — это Юрий Кузьменков. Его Андрей — самый сложный и самый ранимый характер картины. Если Николаю Болдыреву всё удаётся легко, с первой попытки, то Андрея неизменно преследуют мелкие неудачи. 

«Небо, ты близко и ты так далеко, небо, ты низко и ты так высоко, прячешь загадок немало, и открывать тайны твои нелегко. В небе, в небе над головой вьётся белая нить. Слышу, слышу я голос твой: будь терпелив, мало меня только любить»

Вроде бы ничего серьёзного, но постоянно находиться на вторых ролях ему не хочется, и он даже начинает задумываться над сменой профессии, но тут в полку появляется новая машина, и «АС» готов показать всё, на что он способен. Не менее драматично складывается четвёртая новелла с Владимиром Петченко. Его Алексей показан человеком высоких моральных принципов и верным своему служебному долгу. То и другое предельно ярко раскрывается в его неординарном поступке во время тумана. Лётчики «работают» в небе, а живут они на земле. На земле у них дом, семья. У кого-то уже есть жена и дети, у кого-то — всего лишь фотокарточка. Женским персонажам уделено не так много времени, но его с лихвой хватило, чтобы показать, какой непростой является обязанность ждать. Ждать и надеяться, что с их любимыми ничего не случиться. Ждать и надеяться, что погода будет лётной, а сложная техника не подведёт.

«Небо — глазами провожаемый клин, небо мальчишек превращает в мужчин, небо, суровое небо, но всё равно в гуле турбин — я твой сын. В небе, в небе над головой вьётся белая нить. Слышу, слышу я голос твой: без высоты, без красоты нам не прожить» 

Техника в фильме, действительно, сложная. Это истребитель-перехватчик МиГ-21ПФС (ПФМ), совершивший первый полёт в 1962 году, и истребитель-бомбардировщик Су-7Б разработанный в конце 50-х годов ОКБ им. Сухого. Такую передовую технику снимать было нужно по новому, передовому. Оператор Виталий Калашников проявил чудеса изобретательности, чтобы донести до зрителей, как непередаваемую прелесть полёта, так и несокрушимую мощь истребительной авиации. Многие сцены буквально завораживают, а некоторые буквально покоряют совершенно неожиданным ракурсом съёмки. Если камера гипнотизирует зрителя волшебным кипением бескрайних облаков, то музыка композитора Виталия Калашникова очаровывает созвучными видеоряду мотивами. Музыкальной кульминацией фильма, без всякого преувеличения, является негласный гимн лётчиков ВВС — «Песня о небе» (музыка Евгения Зубцова, слова Владимира Карпеко) в бесподобном исполнении советского и украинского оперного и камерного певца Николая Кондратюка.

Светлый трогательный фильм, с первых кадров покоряющий искренностью и любовью к жизни и к профессии. В своей предельной открытости демонстрирующий готовность в любую минуту к самопожертвованию. Но не потому, что так было надо, а потому, что по-другому они просто не могли…",good
138,"Очередной романтический любовный фильм драма, коих я посмотрел уже большое количество. Мне больше всего импонируют французские, немецкие фильмы в таком жанре, потому что у них очень хорошо получается продемонстрировать любовь и семейную драму одновременно, конечно американские фильмы, такие как «Дневник памяти» и «P.S.:я тебя люблю» — это нечастое явление в Голливуде, поэтому эти фильмы уже сродни качественным романтическим фильмам, которые будут помниться всегда.

«Так близко к горизонту» — немецко-французское кино про молодых людей по имени Джессика (Луна Ведлер) и Дэнни (Янник Шуманн), которые встретились совершенно случайно и при первой же их встречи между ними загорелась искра. 

 Дэнни — красивый парень, работает моделью и занимается кикбоксингом, у него никогда не было проблем с девушками, потому что одной только его харизмы достаточно, чтобы привлечь любую девушку. Но за внешностью и красивой картинкой кроется большой психологический осадок, отложенный ещё в детстве, поэтому каждый раз Дэнни приходится непросто перебарывать в себе воспоминания детства. Но психологическое давление изнутри — это, и как впоследствии оказалось, только лишь часть проблемы, давние проблемы со здоровьем — вторая проблема Дэнни.

 Джессика — молодая симпатичная девушка, которая живёт вместе со своими родителями, она — простая девушка и верит в искреннюю любовь. При первой встречи с Дэнни у неё возникли к нему чувства, потому что она до этого никогда не испытывала подобные чувства, она не избалованна парнями, милая и она способна изменить жизнь Дэнни к лучшему, но вот только сам Дэнни желает Джессики лучшей жизни и он сам прекрасно знает и понимает, что несмотря на настоящую любовь между ними, они не будут по-настоящему счастливы, тем более болезнь Дэнни будет давать о себе знать и прогрессировать.

«Так близко к горизонту» — история про настоящую любовь между людьми, которые сперва не должны были быть вместе, но искренние чувства оказались сильнее всего, к сожалению, их любовь — сломленная любовь, которой так и так суждено было сломиться.

7 из 10",good
139,"«Процесс по делу Габриэля Фернандеса» — это очень грустная история о том, как 8-летний ребенок стал жертвой жестого обращения со стороны родителей. К сожалению, бытовое насилие существует в некоторых семьях, поэтому создаются органы опеки и прочие муниципальные органы, которые обязаны защитить уязвимых, но новый документальный мини-сериал Netflix про то, что иногда даже социальные работники не выполняют свою работу. 

Шокирующая история о том, как мамаша со своим подобным горилле бойфрендом буквально сживала со свету бедного ребенка. Авторы фильма не могут дать причин такому поведению. Объяснения и не должно быть. Нет оправдания тому, чтобы тушить о ребенка сигареты, избивать его, запирать в шкафу и кормить кошачьими экскрементами. Весь ад продолжался для Габриэля на протяжении 8 месяцев. В фильме также обсуждаются и осуждаются органы опеки, которые, по сути, не сделали ничего, потому что «ребенку лучше же в семье». Даже если твоя мамаша принимает наркотики с малолетства и из-за этого располагает уровнем IQ, равным прикроватной тумбочки. 

Смотреть «Процесс по делу Габриэля Фернандеса» тяжело, но он учит двум вещям: будь бдительными и не будьте равнодушными. 

7 из 10",good
140,"Написать свою первую рецензию на сериал, меня побудила недооцененность данного произведения. Сразу упомяну Тома Тыквера за его талант в европейском кинопроме.

Первые два сезона сразу же цепляют своим историческим отрезком, а именно борьба с большевиками и подавление социалистических восстаний. И тут режиссеры справились на твердую 7, учитывая декорации, диалоги, триллерную составляющую.

Начиная с 3-го сезона мы вновь окунаемся в будни германской полиции от лица комиссара Ратта, страдающего психическим расстройством после первой мировой войны. Протагонист не очень хорошо интегрируется в сериал, как успешный полицай, однако ему легко соопереживать. Отдельно стоит упомянуть женщин, я встречал негодование, что якобы они в этом сериале все не симпатичные. И это так, но это только придает исторической правдивости и шарма. Протагонист в виде полковника Вента (Бенно Фюрман) выглядит очень уверенно, еще один случай, когда злодей интереснее ГГ. Надо сказать, что вся военная верхушка страдает ресентиментом к своей неудаче в первой мировой и ищет пути реванша. Отсюда выходит лозунг мы строим «Человека будущего» без страха и сожалений. Мы видим как режиссер нас плавно подводит к тому, как НСДРП обретала силу в те времена и как важен был именно тот исторический период (1929 г.)

Отдельно стоит упомянуть интро сериала и музыку — они божественны. Весь сериал пышет чутким вкусом и шармом того периода.

Я смотрел не так много исторических сериалов, однако этот оставил приятное впечатление и становится одним из любимейших сериалов.

9 из 10",good
141,"Сага о драконах началась в далеком 1996 году и продолжается до сих пор. первая часть была самая душевная и завораживающая, особенно если смотреть её в лет 6-7, как было в моём случае. Далее каждая выходящая часть была всё хуже и хуже, но не скажу, что совсем плохо, вполне себе смотрибельно. В нынешнем году режиссёр Иван Сильвестрини предлагает зрителям и поклонникам драконов свое Возмездие.

Молодой парень Лукас живет в сельской глуши, на ферме и помогает своим родителям, которых практически на его глазах жестоко убивает банда странно одетых людей, каждый из которых предстает в образе одного из представителей фауны — волк, медведь, змея, скорпион. Лукас продает уцелевших волов и ферму и отправляется в свой эпический поход мщения. Кого он возьмет себе в помощники? Справится ли со своей миссией? И кто был заказчиком и покровителем банды убийц? Именно об этом и рассказывает данная картина.

Снято неплохо, качественно, с привлечением компьютерных эффектов и анимации. Конечно, по масштабности и заинтересованности это фэнтези во многом уступает таким монстрам, как Властелин колец или Гарри Поттер, но тоже имеет место быть, хотя интриги минимум и уже с первых же кадров можно предсказать развитие событий. Вот эта предсказуемость и некоторая банальность сюжета слегка подпортили всё впечатление от просмотра.

Насколько этот фильм пробудил мои эмоции я вам, к сожалению, не смогу описать простыми словами. С каждой пятиминуткой я всё больше и больше втягивался в сюжет и, хоть и сразу раскусил все события, но словно зачарованный наблюдал за этими приключениями. Фильм несёт также в себе пробуждение доброты. Дракона Драко, кстати, в фильме нет. Это вроде бы первый фильм из серии, в котором нет Драко, зато есть прикольная дракониха Сивет. Она то и несёт основной посыл фильма, твердящий на протяжении всего фильма, что месть до добра не доведёт и лучший способ искоренить зло — «убрать» верхушку айсберга, того, кто отдаёт приказы. Сивет учит молодого парня доброте и чувственности, пытаясь вытеснить из его сердца боль, скорбь и обиду на весь мир. Бравый воин Дариус ей в этом помогает, но совсем другими методами. С детства имеющий схожие с Лукасом проблемы, он пытается помочь парню сделать то, чего жаждет Лукас. Постепенно из союзников они становятся настоящими друзьями.

Фильм очень красивый. Просто визуально — средневековые традиции и внешности, деревни и одеяния — смотрится очень здорово. Бюджетность заметна, но хуже фильм от этого она не делает. Касаемо непосредственно спецэффектов, то есть дракона, то хочу отметить, что в прошлой картине дракон был красивше исполнен и просто шикарнее смотрелся на экране. В этой же части тоже вышло неплохо, но уж слишком заметна была заметна его мультяшность. Вообще, дракон мне напомнил внешностью одного из персонажей мультфильма Как приручить дракона.

А в целом картина вполне достойная и найдет своего зрителя, ведь у драконьего племени немало поклонников. Рекомендую любителям сказок про дворцовые интриги, нестрашные приключения, битвы на мечах, путешествия на драконах и прочие атрибуты жанра фэнтези. Также не обошлось без дружбы и любви. К просмотру рекомендую, поклонники жанра, думаю, оценят фильм по достоинству. 

8 из 10",good
142,"Азиатский кинематограф каждый раз преподносит сюрприз, постановкой острых социальных вопросов. На них, как правило, нет однозначного ответа. Данный фильм из этого же ряда.

В центре киноповествования два копа. В прошлом они были напарниками. В настоящем они непримиримые враги. Что развело их в разные стороны не так уж и важно. Гораздо важнее, как они уживаются в одном подразделении. Исходя из этой предпосылки, я отношу фильм к жанру психологической драмы. По другим признакам он может быть криминальной историей, триллером или детективом. Тема идеологического противостояния Шарапова и Жиглова из картины Место встречи изменить нельзя по вопросу выбора средств для борьбы с криминалом в данном фильме получила неожиданное продолжение. Оба корейских копа далеко не пешки в полицейской иерархии. Они оба возглавляют разные отделы полиции. Таким образом, соблюдено формальное равенство героев. Что это дает? Теперь уже не прикроешься формулировкой, что начальник всегда прав. И, если Жиглов является начальником Шарапова, то прав он. Вор должен сидеть в тюрьме, а средства для этого — побочный продукт.

В корейском фильме все намного тоньше. Корейские копы должны принимать решения сами. Сценарист подбрасывает зрителю еще одну тему для размышлений. Полицейские не просто государственные служащие, но еще и обычные люди со своими амбициями, предпочтениями. У каждого из них свое понимание долга, справедливости. Как это различие в личностных характеристиках влияет на выполнение служебных обязанностей? Такая постановка вопроса делает из сюжета нечто более глубокое, чем обычные терки между двумя грязными копами. Подвергнув анализу главные персонажи, что мы видим? Оба борются с преступностью. Оба при этом используют недозволенные методы и приемы, мало чем отличающиеся от принятых в уголовном мире. Это шантаж, сокрытие и подбрасывание улик, оговор. Так ли уж все безобидно на самом деле? Ведь речь идет о спокойствии граждан, предотвращении резонансных преступлений. Усложняя поиск ответа, сценарист показывает другую сторону их характеров. У них есть свое понятие о чести, долге. Они не боятся взять на себя ответственность за свои действия и безропотно принимают последствия своих ошибочных решений.

Сценарист очень умело создает портреты своих героев. Зрительские симпатии на протяжении всего фильма не раз будут переходить от одного к другому. Персонажи второго плана не менее колоритны и трагичны. Это священник, всю жизнь замаливающий свой грех, отец девочки, отомстивший непричастному человеку. Также начальник этих двух копов, свои симпатии он вынужден задвинуть в дальний угол, и это дается нелегко.

Сценарий замечательный. Актёрская работа выше всяких похвал. Режиссура на высоком профессиональном уровне. Операторская работа с характерным азиатским почерком. Фильм снят вполне приемлемо, но присутствуют некоторые нелогичные ходы в действиях персонажей, а сюжетные линии настолько перегружены неожиданными поворотами, что я к концу фильма сам не понял, кто же оказался настоящим негодяем. Сам я с удовольствием посмотрел фильм, но однозначного ответа так и не сформулировал. Должен ли вор сидеть в тюрьме или главное все сделать по закону? 

При просмотре фильма нам дают сюжет, далее ждешь, что же будет дальше, как они поймают убийцу, но в середине фильма сюжет кардинально меняется. Будто первоначальная цель отходит на второй план. Совершив глупость в ходе расследование, и чтобы исправить ошибку дело обретает худший сценарии из возможных. Строя какие-то интриги против своих же, и постепенно забывая основную задачу в какой то момент понимаешь, что уже нет обратного пути, но человеческая сущность не как не может принять ту реальность, который сам же и создал. И в итоге ты постепенно превращаешься в ЗВЕРЯ!

Фильм естественно рекомендую к просмотру! Жёсткий, таинственный и очень драматический триллер корейского производства с лёгкостью взбудоражит ваши чувства, на протяжении двух часов приходится сидеть неподвижно, потому что картинка завораживает и отходить от экрана даже на секунду нет ни малейшего желания. Это точно не лучшая корейская работа, но однозначно один из достойнейших его примеров. 

9 из 10",good
